id,tema,escopo,pergunta,indicador,ano,universo,folga_10_11,top10
c0203,paises,União Europeia,Quais os países com mais gravidez na adolescência na União Europeia?,SP.ADO.TFRT,2024,25,0.0162,"1. Bulgária (38,0) | 2. Romênia (32,8) | 3. Eslováquia (24,5) | 4. Hungria (17,4) | 5. Letônia (7,25) | 6. Chipre (6,98) | 7. Grécia (6,85) | 8. Portugal (6,57) | 9. Croácia (6,31) | 10. Polônia (5,85)"
c0204,paises,mundo,Quais os países com a maior prevalência de HIV?,SH.DYN.AIDS.ZS,2024,126,0.2857,"1. Essuatíni (23,4%) | 2. África do Sul (17,2%) | 3. Lesoto (17,1%) | 4. Botsuana (15,7%) | 5. Moçambique (11,5%) | 6. Zimbábue (9,8%) | 7. Zâmbia (9,4%) | 8. Namíbia (9,0%) | 9. Malawi (6,2%) | 10. Uganda (4,9%)"
c0205,paises,mundo,Quais os países com mais casos de tuberculose por habitante?,SH.TBS.INCD,2024,156,0.018,1. Papua-Nova Guiné (664) | 2. Filipinas (625) | 3. Lesoto (548) | 4. Timor-Leste (496) | 5. Djibuti (495) | 6. Mianmar (482) | 7. Mongólia (446) | 8. Namíbia (422) | 9. República Centro-Africana (419) | 10. África do Sul (389)
c0206,paises,Europa,Quais os países com mais casos de tuberculose por habitante na Europa?,SH.TBS.INCD,2024,37,0.1333,1. Ucrânia (86) | 2. Moldávia (64) | 3. Romênia (60) | 4. Rússia (34) | 5. Lituânia (31) | 6. Bósnia e Herzegovina (21) | 7. Letônia (21) | 8. Belarus (17) | 9. Albânia (15) | 10. Portugal (15)
c0207,paises,África,Quais os países com mais casos de tuberculose por habitante na África?,SH.TBS.INCD,2024,50,0.1136,1. Lesoto (548) | 2. Djibuti (495) | 3. Namíbia (422) | 4. República Centro-Africana (419) | 5. África do Sul (389) | 6. República Democrática do Congo (377) | 7. Angola (373) | 8. Serra Leoa (372) | 9. Gabão (371) | 10. Moçambique (361)
c0208,paises,Ásia,Quais os países com mais casos de tuberculose por habitante na Ásia?,SH.TBS.INCD,2024,42,0.0788,1. Filipinas (625) | 2. Timor-Leste (496) | 3. Mianmar (482) | 4. Mongólia (446) | 5. Indonésia (382) | 6. Camboja (272) | 7. Paquistão (266) | 8. Nepal (227) | 9. Bangladesh (221) | 10. Afeganistão (203)
c0209,paises,Américas,Quais os países com mais casos de tuberculose por habitante nas Américas?,SH.TBS.INCD,2024,24,0.0408,1. Haiti (175) | 2. Peru (139) | 3. El Salvador (116) | 4. Bolívia (114) | 5. Paraguai (81) | 6. Equador (66) | 7. Panamá (63) | 8. República Dominicana (51) | 9. Brasil (49) | 10. Colômbia (49)
c0210,paises,União Europeia,Quais os países com mais casos de tuberculose por habitante na União Europeia?,SH.TBS.INCD,2024,25,0.0606,1. Romênia (60) | 2. Lituânia (31) | 3. Letônia (21) | 4. Portugal (15) | 5. Bulgária (12) | 6. Polônia (11) | 7. Estônia (8) | 8. Espanha (8) | 9. França (8) | 10. Croácia (7)
c0211,paises,mundo,Quais os países que menos vacinam contra sarampo?,SH.IMM.MEAS,2024,156,0.0351,"1. República Centro-Africana (41,0%) | 2. Iêmen (41,0%) | 3. Benin (44,0%) | 4. Papua-Nova Guiné (44,0%) | 5. Madagascar (46,0%) | 6. Sudão (46,0%) | 7. Angola (53,0%) | 8. Guiné Equatorial (53,0%) | 9. Afeganistão (55,0%) | 10. República Democrática do Congo (55,0%)"
c0212,paises,mundo,Quais os países com o ar mais poluído?,EN.ATM.PM25.MC.M3,2023,157,0.0279,"1. Catar (107,8) | 2. Arábia Saudita (73,5) | 3. Bangladesh (69,3) | 4. Nigéria (65,7) | 5. Níger (65,2) | 6. Kuwait (62,3) | 7. Paquistão (58,4) | 8. Emirados Árabes Unidos (57,2) | 9. Bahrein (56,6) | 10. Camarões (55,6)"
c0213,paises,mundo,Quais os países com o ar mais limpo?,EN.ATM.PM25.MC.M3,2023,157,0.0869,"1. Finlândia (4,57) | 2. Suécia (5,26) | 3. Noruega (5,52) | 4. Estônia (5,92) | 5. Austrália (6,41) | 6. Canadá (6,55) | 7. Nova Zelândia (6,88) | 8. Estados Unidos (6,97) | 9. Dinamarca (7,50) | 10. Irlanda (7,51)"
c0214,paises,Europa,Quais os países com o ar mais poluído na Europa?,EN.ATM.PM25.MC.M3,2023,37,0.0367,"1. Turquia (26,4) | 2. Bósnia e Herzegovina (26,1) | 3. Macedônia do Norte (21,8) | 4. Bulgária (19,7) | 5. Sérvia (19,3) | 6. Polônia (16,5) | 7. Chipre (16,1) | 8. Romênia (16,0) | 9. Croácia (15,8) | 10. Albânia (15,5)"
c0215,paises,África,Quais os países com o ar mais poluído na África?,EN.ATM.PM25.MC.M3,2023,50,0.0351,"1. Nigéria (65,7) | 2. Níger (65,2) | 3. Camarões (55,6) | 4. Mauritânia (46,5) | 5. Egito (43,1) | 6. Chade (43,0) | 7. Guiné Equatorial (42,2) | 8. Senegal (41,6) | 9. Djibuti (40,3) | 10. Benin (39,7)"
c0216,paises,Ásia,Quais os países com o ar mais poluído na Ásia?,EN.ATM.PM25.MC.M3,2023,43,0.0529,"1. Catar (107,8) | 2. Arábia Saudita (73,5) | 3. Bangladesh (69,3) | 4. Kuwait (62,3) | 5. Paquistão (58,4) | 6. Emirados Árabes Unidos (57,2) | 7. Bahrein (56,6) | 8. Índia (54,1) | 9. Nepal (53,2) | 10. Iraque (49,5)"
c0217,paises,Europa,Quais os países que mais usam energia renovável no consumo total na Europa?,EG.FEC.RNEW.ZS,2021,37,0.0264,"1. Noruega (61,4%) | 2. Suécia (57,9%) | 3. Finlândia (50,2%) | 4. Letônia (44,0%) | 5. Albânia (41,9%) | 6. Dinamarca (39,5%) | 7. Estônia (38,0%) | 8. Bósnia e Herzegovina (36,6%) | 9. Áustria (36,0%) | 10. Croácia (34,1%)"
c0218,paises,Ásia,Quais os países que mais usam energia renovável no consumo total na Ásia?,EG.FEC.RNEW.ZS,2021,43,0.087,"1. Nepal (73,7%) | 2. Mianmar (62,9%) | 3. Camboja (52,4%) | 4. Laos (51,5%) | 5. Sri Lanka (48,8%) | 6. Paquistão (41,6%) | 7. Índia (34,9%) | 8. Tajiquistão (34,9%) | 9. Filipinas (28,0%) | 10. Quirguistão (27,6%)"
c0219,paises,Américas,Quais os países que mais usam energia renovável no consumo total nas Américas?,EG.FEC.RNEW.ZS,2021,24,0.0294,"1. Haiti (76,7%) | 2. Guatemala (62,1%) | 3. Paraguai (58,8%) | 4. Uruguai (57,8%) | 5. Nicarágua (50,4%) | 6. Brasil (46,5%) | 7. Honduras (45,9%) | 8. Costa Rica (34,2%) | 9. Venezuela (33,7%) | 10. Peru (30,6%)"
c0220,paises,mundo,Quais os países mais dependentes de energia importada?,EG.IMP.CONS.ZS,2022,133,0.0316,"1. Singapura (258,4%) | 2. Panamá (171,2%) | 3. Chipre (117,0%) | 4. Jamaica (112,6%) | 5. Países Baixos (99,4%) | 6. Líbano (96,9%) | 7. Jordânia (96,4%) | 8. República Dominicana (94,4%) | 9. Marrocos (94,0%) | 10. Grécia (92,9%)"
c0221,paises,mundo,Em quais países combustível é a maior parte do que se exporta?,TX.VAL.FUEL.ZS.UN,2023,129,0.0122,"1. Kuwait (95,5%) | 2. Angola (94,2%) | 3. Nigéria (91,6%) | 4. Azerbaijão (91,5%) | 5. Catar (86,5%) | 6. República do Congo (85,9%) | 7. Arábia Saudita (81,3%) | 8. Omã (74,2%) | 9. Noruega (68,4%) | 10. Emirados Árabes Unidos (68,2%)"
c0222,paises,Europa,Em quais países combustível é a maior parte do que se exporta na Europa?,TX.VAL.FUEL.ZS.UN,2023,34,0.0623,"1. Noruega (68,4%) | 2. Chipre (48,7%) | 3. Grécia (32,4%) | 4. Países Baixos (14,5%) | 5. Lituânia (14,3%) | 6. Bélgica (13,2%) | 7. Croácia (12,0%) | 8. Bósnia e Herzegovina (9,5%) | 9. Finlândia (9,5%) | 10. Reino Unido (9,0%)"
c0223,paises,África,Em quais países combustível é a maior parte do que se exporta na África?,TX.VAL.FUEL.ZS.UN,2023,38,0.1313,"1. Angola (94,2%) | 2. Nigéria (91,6%) | 3. República do Congo (85,9%) | 4. Moçambique (57,6%) | 5. Camarões (54,1%) | 6. Gabão (54,0%) | 7. Gana (24,5%) | 8. Senegal (21,5%) | 9. Níger (18,4%) | 10. Egito (18,2%)"
c0224,paises,Ásia,Em quais países combustível é a maior parte do que se exporta na Ásia?,TX.VAL.FUEL.ZS.UN,2023,33,0.051,"1. Kuwait (95,5%) | 2. Azerbaijão (91,5%) | 3. Catar (86,5%) | 4. Arábia Saudita (81,3%) | 5. Omã (74,2%) | 6. Emirados Árabes Unidos (68,2%) | 7. Timor-Leste (67,4%) | 8. Mongólia (61,1%) | 9. Cazaquistão (58,9%) | 10. Mianmar (24,2%)"
c0225,paises,União Europeia,Em quais países combustível é a maior parte do que se exporta na União Europeia?,TX.VAL.FUEL.ZS.UN,2023,25,0.0374,"1. Chipre (48,7%) | 2. Grécia (32,4%) | 3. Países Baixos (14,5%) | 4. Lituânia (14,3%) | 5. Bélgica (13,2%) | 6. Croácia (12,0%) | 7. Finlândia (9,5%) | 8. Estônia (8,4%) | 9. Bulgária (7,9%) | 10. Suécia (7,5%)"
c0226,paises,Europa,Em quais países produto agrícola é a maior parte do que se exporta na Europa?,TX.VAL.AGRI.ZS.UN,2023,34,0.1584,"1. Letônia (9,8%) | 2. Finlândia (6,8%) | 3. Estônia (6,6%) | 4. Bósnia e Herzegovina (4,1%) | 5. Suécia (3,7%) | 6. Croácia (3,6%) | 7. Países Baixos (2,7%) | 8. Lituânia (2,5%) | 9. Ucrânia (2,2%) | 10. Portugal (2,1%)"
c0227,paises,África,Em quais países produto agrícola é a maior parte do que se exporta na África?,TX.VAL.AGRI.ZS.UN,2023,38,0.0718,"1. Libéria (63,7%) | 2. Benin (58,1%) | 3. Camarões (14,9%) | 4. Costa do Marfim (12,6%) | 5. Quênia (12,6%) | 6. República Centro-Africana (11,7%) | 7. Etiópia (9,7%) | 8. Mali (8,4%) | 9. Lesoto (6,6%) | 10. Essuatíni (6,2%)"
c0228,paises,Ásia,Em quais países produto agrícola é a maior parte do que se exporta na Ásia?,TX.VAL.AGRI.ZS.UN,2023,34,0.2332,"1. Tajiquistão (16,2%) | 2. Laos (10,3%) | 3. Indonésia (3,7%) | 4. Tailândia (3,6%) | 5. Sri Lanka (3,2%) | 6. Mongólia (2,7%) | 7. Camboja (2,4%) | 8. Mianmar (2,1%) | 9. Paquistão (2,0%) | 10. Vietnã (1,9%)"
c0229,paises,mundo,Quais os países com mais água doce por habitante?,ER.H2O.INTR.PC,2022,155,0.1562,1. Papua-Nova Guiné (78.505) | 2. Canadá (73.170) | 3. Noruega (70.000) | 4. Gabão (67.469) | 5. Nova Zelândia (64.349) | 6. Peru (49.021) | 7. Chile (45.262) | 8. Colômbia (41.459) | 9. Libéria (37.221) | 10. República do Congo (36.785)
c0230,paises,mundo,Quais os países com menos água doce por habitante?,ER.H2O.INTR.PC,2022,155,0.1534,1. Kuwait (0) | 2. Bahrein (3) | 3. Egito (9) | 4. Emirados Árabes Unidos (15) | 5. Catar (21) | 6. Iêmen (55) | 7. Jordânia (61) | 8. Arábia Saudita (75) | 9. Sudão (81) | 10. Mauritânia (82)
c0231,paises,mundo,Quais os países onde mais chove?,AG.LND.PRCP.MM,2022,154,0.018,1. Colômbia (3.240) | 2. Papua-Nova Guiné (3.142) | 3. Panamá (2.928) | 4. Costa Rica (2.926) | 5. Malásia (2.875) | 6. Indonésia (2.702) | 7. Bangladesh (2.666) | 8. Serra Leoa (2.526) | 9. Singapura (2.497) | 10. Libéria (2.391)
c0232,paises,Europa,Quais os países onde mais chove na Europa?,AG.LND.PRCP.MM,2022,36,0.015,1. Suíça (1.537) | 2. Albânia (1.485) | 3. Noruega (1.414) | 4. Reino Unido (1.220) | 5. Eslovênia (1.162) | 6. Irlanda (1.118) | 7. Croácia (1.113) | 8. Áustria (1.110) | 9. Bósnia e Herzegovina (1.028) | 10. França (867)
c0233,paises,África,Quais os países onde mais chove na África?,AG.LND.PRCP.MM,2022,50,0.0194,1. Serra Leoa (2.526) | 2. Libéria (2.391) | 3. Guiné Equatorial (2.156) | 4. Maurício (2.041) | 5. Gabão (1.831) | 6. Guiné (1.651) | 7. República do Congo (1.646) | 8. Camarões (1.604) | 9. Guiné-Bissau (1.577) | 10. República Democrática do Congo (1.543)
c0234,paises,Ásia,Quais os países onde mais chove na Ásia?,AG.LND.PRCP.MM,2022,41,0.0257,1. Malásia (2.875) | 2. Indonésia (2.702) | 3. Bangladesh (2.666) | 4. Singapura (2.497) | 5. Filipinas (2.348) | 6. Mianmar (2.091) | 7. Camboja (1.904) | 8. Laos (1.834) | 9. Vietnã (1.821) | 10. Sri Lanka (1.712)
c0235,paises,Américas,Quais os países onde mais chove nas Américas?,AG.LND.PRCP.MM,2022,24,0.0972,1. Colômbia (3.240) | 2. Panamá (2.928) | 3. Costa Rica (2.926) | 4. Nicarágua (2.280) | 5. Equador (2.274) | 6. Trindade e Tobago (2.200) | 7. Jamaica (2.051) | 8. Venezuela (2.044) | 9. Guatemala (1.996) | 10. Honduras (1.976)
c0236,paises,União Europeia,Quais os países onde mais chove na União Europeia?,AG.LND.PRCP.MM,2022,25,0.0964,1. Eslovênia (1.162) | 2. Irlanda (1.118) | 3. Croácia (1.113) | 4. Áustria (1.110) | 5. França (867) | 6. Portugal (854) | 7. Bélgica (847) | 8. Itália (832) | 9. Eslováquia (824) | 10. Países Baixos (778)
c0237,paises,mundo,Quais os países onde mais gente morre por habitante?,SP.DYN.CDRT.IN,2024,158,0.0104,"1. Bulgária (15,6) | 2. Sérvia (14,9) | 3. Letônia (14,3) | 4. Moldávia (13,8) | 5. Ucrânia (13,6) | 6. Bósnia e Herzegovina (13,5) | 7. Hungria (13,4) | 8. Japão (13,3) | 9. Croácia (13,2) | 10. Belarus (13,1)"
c0238,paises,mundo,Quais os países onde menos gente morre por habitante?,SP.DYN.CDRT.IN,2024,158,0.0157,"1. Emirados Árabes Unidos (0,97) | 2. Catar (1,05) | 3. Kuwait (1,52) | 4. Omã (1,90) | 5. Bahrein (2,21) | 6. Arábia Saudita (2,34) | 7. Jordânia (3,12) | 8. Iraque (4,17) | 9. Quirguistão (4,40) | 10. Honduras (4,52)"
c0239,paises,Europa,Quais os países onde mais gente morre por habitante na Europa?,SP.DYN.CDRT.IN,2024,38,0.0154,"1. Bulgária (15,6) | 2. Sérvia (14,9) | 3. Letônia (14,3) | 4. Moldávia (13,8) | 5. Ucrânia (13,6) | 6. Bósnia e Herzegovina (13,5) | 7. Hungria (13,4) | 8. Croácia (13,2) | 9. Belarus (13,1) | 10. Lituânia (13,0)"
c0240,paises,Ásia,Quais os países onde mais gente morre por habitante na Ásia?,SP.DYN.CDRT.IN,2024,43,0.0303,"1. Japão (13,3) | 2. Geórgia (11,8) | 3. Coreia do Norte (9,86) | 4. Mianmar (9,18) | 5. Tailândia (9,03) | 6. Armênia (8,40) | 7. Sri Lanka (7,80) | 8. China (7,76) | 9. Indonésia (7,62) | 10. Timor-Leste (7,22)"
c0241,paises,Américas,Quais os países onde mais gente morre por habitante nas Américas?,SP.DYN.CDRT.IN,2024,24,0.0399,"1. Cuba (10,4) | 2. Uruguai (9,93) | 3. Estados Unidos (9,00) | 4. Trindade e Tobago (8,74) | 5. Jamaica (8,21) | 6. Canadá (7,90) | 7. Haiti (7,80) | 8. Argentina (7,73) | 9. Venezuela (7,68) | 10. El Salvador (7,47)"
c0242,paises,mundo,Quais os países com a menor matrícula no ensino médio?,SE.SEC.ENRR,2023,111,0.0063,"1. Somália (3,3%) | 2. Níger (21,6%) | 3. Chade (24,2%) | 4. Burkina Faso (30,9%) | 5. Malawi (36,6%) | 6. Mali (38,9%) | 7. Síria (39,5%) | 8. Paquistão (42,3%) | 9. Senegal (44,1%) | 10. Camarões (44,8%)"
c0243,paises,mundo,Em quais países a agricultura mais pesa na economia?,NV.AGR.TOTL.ZS,2025,135,0.0062,"1. Níger (47,6%) | 2. Guiné-Bissau (40,6%) | 3. Chade (36,3%) | 4. Burundi (34,3%) | 5. Mali (33,0%) | 6. Etiópia (32,8%) | 7. Libéria (32,7%) | 8. Guiné (31,3%) | 9. Malawi (30,0%) | 10. Serra Leoa (29,5%)"
c0244,paises,África,Em quais países a agricultura mais pesa na economia na África?,NV.AGR.TOTL.ZS,2025,47,0.0062,"1. Níger (47,6%) | 2. Guiné-Bissau (40,6%) | 3. Chade (36,3%) | 4. Burundi (34,3%) | 5. Mali (33,0%) | 6. Etiópia (32,8%) | 7. Libéria (32,7%) | 8. Guiné (31,3%) | 9. Malawi (30,0%) | 10. Serra Leoa (29,5%)"
c0245,paises,Ásia,Em quais países a agricultura mais pesa na economia na Ásia?,NV.AGR.TOTL.ZS,2025,32,0.0189,"1. Mianmar (25,3%) | 2. Paquistão (23,0%) | 3. Nepal (21,6%) | 4. Laos (16,6%) | 5. Uzbequistão (16,6%) | 6. Índia (16,2%) | 7. Camboja (16,1%) | 8. Indonésia (13,1%) | 9. Turquemenistão (12,4%) | 10. Vietnã (11,6%)"
c0246,linguas,mundo,Em quais países se fala o maior número de línguas?,,,194,0.2303,1. Papua-Nova Guiné (899) | 2. Indonésia (756) | 3. Nigéria (589) | 4. Índia (518) | 5. China (452) | 6. Austrália (401) | 7. México (339) | 8. Brasil (337) | 9. Estados Unidos (323) | 10. Camarões (317)
c0247,linguas,África,Em quais países se fala o maior número de línguas na África?,,,54,0.0745,1. Nigéria (589) | 2. Camarões (317) | 3. República Democrática do Congo (244) | 4. Chade (146) | 5. Tanzânia (143) | 6. Costa do Marfim (112) | 7. Etiópia (105) | 8. Sudão (103) | 9. Gana (96) | 10. República Centro-Africana (94)
c0248,linguas,Ásia,Em quais países se fala o maior número de línguas na Ásia?,,,46,0.1042,1. Indonésia (756) | 2. Índia (518) | 3. China (452) | 4. Filipinas (179) | 5. Mianmar (150) | 6. Malásia (131) | 7. Nepal (129) | 8. Vietnã (120) | 9. Laos (106) | 10. Irã (96)
c0249,linguas,mundo,Quais as famílias linguísticas com mais línguas?,,,238,0.1368,1. Atlântico-Congo (1.408) | 2. Austronésia (1.276) | 3. Indo-europeia (586) | 4. Sino-tibetana (519) | 5. Afro-asiática (381) | 6. Trans-Nova Guiné Nuclear (317) | 7. Pama-Nyungan (250) | 8. Oto-mangue (181) | 9. Austro-asiática (158) | 10. Tai-Kadai (95)
